연번,사용일,적  요,금  액,"대상
(인)",사용처,"집행구분
(카드/현금)",
261,2020-05-14,코로나19 생활 속 거리두기 범시민 홍보 캠페인 추진방안 간담회,"148,000",5,머시기쪽갈비생족발,카드,
262,2020-05-14,시책추진 관련 직원교육 업무협의 간담회,"34,500",3,오로라양식,카드,
263,2020-05-14,광주형 협치마을 육성을 위한 업무협력 간담회,"260,000",11,연한정식,카드,
264,2020-05-15,여성 폭력 피해자 인권 보호 지원 확대방안 논의 간담회,"149,900",6,아웃백스테이크,카드,
265,2020-05-18,광주 주먹밥 상품화.브랜드화 개선방안 논의 간담회,"105,000",10,국민학교,카드,
266,2020-05-18,확대간부회의 대면회의 대책 간담회,"72,450",7,바른초밥,카드,
267,2020-05-19,합리적 지방분권 추진방안 논의 오찬 간담회,"260,000",10,경도,카드,
268,2020-05-19,광주다운 조직문화 개선 업무협의 간담회,"119,000",7,금태산빛고을흑염소,카드,
269,2020-05-20,군 공항 이전 관련 새로운 정책 대안 발굴 논의 간담회,"207,000",7,명지원명가,카드,
270,2020-05-20,시의회와의 정책소통 및 협력 만찬간담,"495,000",18,천송,카드,
271,2020-05-20,민간공원 보상 등 집단민원 협의 간담회,"82,400",5,이룸,카드,
272,2020-05-21,도시재생 선도사업 설명 등 언론인 오찬간담,"180,000",6,ACC사조회참치,카드,
273,2020-05-22,주요시책 공유 시의회 간담회,"150,000",7,바른초밥,카드,
274,2020-05-25,시정현안 홍보 기자 간담회,"31,000",3,메기랑아구랑,카드,
275,2020-05-25,사회공헌지원 T/F팀 구성을 위한 업무협력 간담회,"135,000",9,온고당,카드,
276,2020-05-25,국제교류 협력증진을 위한 중국 총영사 선물구입,"50,000",1,레노마,카드,
277,2020-05-25,의회 산건위와 소통협력을 위한 오찬간담,"455,000",16,연한정식,카드,
278,2020-05-26,시정 현안 홍보 및 논의 오찬 간담회,"40,000",3,미작,카드,
279,2020-05-26,이태원 집단감염 관련 업무협의 간담회,"75,000",3,무등산초밥,카드,
280,2020-05-26,국제 교류협력방안 강구 오찬간담,"315,500",11,라마다플라자광주,카드,
281,2020-05-27,시정현안 홍보 기자 간담회,"165,000",6,김형제고기,카드,
282,2020-05-27,시정현안 홍보 기자 간담회,"154,000",6,메기랑아구랑,카드,
283,2020-05-28,주민 주도의 마을자치공동체 활성화 추진방안 논의 간담회,"455,000",17,경도,카드,
284,2020-05-29,지출업무 RPA 관련 논의 간담회,"129,000",10,영광오뚜기국수집,카드,
285,2020-06-01,DJ센터 2전시장 건립관련 해법 모색 방안 논의 간담회,"181,000",7,하남목장,카드,
286,2020-06-02,지방2진 기자단 오찬 간담회,"753,000",19,옥과한우촌,카드,
287,2020-06-02,중앙부처 정책 협의 등 만찬간담,"249,000",9,세종장어대가,카드,
288,2020-06-02,재난대응 관련 대정부 오찬간담,"216,000",14,엄마쌈밥집,카드,
289,2020-06-03,하계휴양시설 임차운영 협의 간담,"123,000",10,예향정,카드,
290,2020-06-04,2019 결산 의회 심의대비 간담회,"178,000",10,다원명가,카드,
291,2020-06-04,해외입국 입원환자 치료현황 협의 간담,"226,000",8,어반레시피,카드,
292,2020-06-04,국 주요시책 홍보 언론 간담,"40,000",2,다부,카드,
293,2020-06-04,단체협약 미합의안건 부서 업무협의 간담,"108,000",5,황금회,카드,
294,2020-06-04,취약계층의 폭염 피해 최소화방안 논의 간담회,"157,500",6,하해가,카드,
295,2020-06-05,아름다운 광주에서 대중 확산을 위한 관련 부서 협업회의 개최,"90,000",10,이룸카페,카드,
296,2020-06-05,광주홍보송 확산 자문간담,"80,000",4,다부,카드,
297,2020-06-05,2019 결산 행자위 심의 관련 오찬간담,"183,500",9,어촌외,카드,
298,2020-06-08,간부회의 관련부서 협업 간담,"108,100",9,원할머니보쌈,카드,
299,2020-06-09,결산 예결위 대비 업무협의 간담,"81,000",4,가화원,카드,
300,2020-06-09,공무원노조 현안업무 논의 간담,"161,000",8,빛고을떡갈비,카드,
301,2020-06-10,경제적 부담 경감을 위한 광주 출생육아수당 지원 홍보 논의 간담회,"180,000",8,쁘띠쁠라,카드,
302,2020-06-10,교통사고 줄이기 추진 방안 논의 간담회,"145,000",5,머시기쪽갈비생족발,카드,
303,2020-06-10,광주만의 특색있는 도시재생사업 추진 논의 간담회,"162,000",8,군산바다,카드,
304,2020-06-11,누문동 재개발 민원 해법 모색 간담회,"253,000",10,아구랑메기랑,카드,
305,2020-06-11,코로나 재확산 방지 열화상카메라 운영 간담,"164,500",8,솔빛마루,카드,
306,2020-06-12,여름철 폭염 피해 최소화 방안 논의 간담회,"470,000",16,임가네,카드,
307,2020-06-12,5.18관련 단체와의 소통협력 오찬간담,"498,000",20,화랑궁회관,카드,
308,2020-06-12,노사협의회 안건검토 추진상황 논의 간담,"96,500",6,바른초밥,카드,
309,2020-06-12,코로나19 선별진료소 운영 협의간담,"46,000",2,데이지,카드,
310,2020-06-14,코로나19 환자 발생으로 인한 현안업무 추진 비서실 직원 격려 오찬,"228,000",8,명송생복집,카드,
311,2020-06-15,공무직퇴임식 협의 오찬간담,"80,000",4,다부,카드,
312,2020-06-15,자가격리자 무단이탈 방지 관리강화 협의 간담,"127,000",5,막둥이회관,카드,
313,2020-06-16,여론 및 정보기관 관계자 만찬 간담회,"375,000",13,군산바다,카드,
314,2020-06-16,시민단체와의 소통협력 만찬간담,"333,000",12,상무바다,카드,
315,2020-06-16,안내데스크 개선공사 등 현안협의 간담,"280,000",12,어촌,카드,
316,2020-06-16,사회공헌활성화를 위한 업무협력 간담회,"230,000",9,연한정식,카드,
317,2020-06-17,시위대응 등 청사방호 유관기관 협의 간담,"100,000",5,다부,카드,
318,2020-06-18,현안업무 공유 간부회의 추진,"119,000",35,이룸카페,카드,
319,2020-06-18,주차장 요금정산구축공사 업무협의 간담,"118,000",8,다도해물나라,카드,
320,2020-06-19,주요 시정시책 협조인사 증정용 기념품 선구매,"800,000",20,은꽃,카드,
321,2020-06-22,현안사업 설명 등 기자 오찬간담,"172,000",6,광주밥집,카드,
322,2020-06-22,소규모 회의진행 관련 업무협의간담,"75,000",5,상무바다,카드,
323,2020-06-23,각종 회의장 설치 관련 업무협의,"150,000",8,우래정,카드,
324,2020-06-23,주요현안 홍보 기자 오찬간담,"60,000",2,동경,카드,
325,2020-06-24,코로나19 장기화에 따른 폭염피해 최소화 대책 방안 논의,"219,000",8,진도예가,카드,
326,2020-06-24,현안업무 홍보 간담 추진,"225,000",8,메기랑아구랑,카드,
327,2020-06-24,전자기록물 이관 관련 통계추출 협의간담,"48,000",5,시골마루,카드,
328,2020-06-24,코로나19 대응현황 공유 간담,"106,000",5,인디,카드,
329,2020-06-25,후생복지업무 홍보 간담,"190,000",7,진도예가,카드,
330,2020-06-25,주민자치회 전환에 따른 진행사항 등 현장점검,"60,000",4,북어촌,카드,
331,2020-06-26,자치구간 경계조정을 위한 의견 수렴 간담회,"301,000",12,고다미,카드,
332,2020-06-26,임산부쉼터 관련 업무협의 간담,"65,000",7,영광오뚜기국수집,카드,
333,2020-06-26,시정 주요현안 협의 간담,"48,500",3,인디,카드,
334,2020-06-29,직원 휴양시설 추첨관련 협의 간담,"45,000",6,보경식품,카드,
335,2020-06-29,시정시책 홍보방안 협의 간담,"147,000",5,상무바다,카드,
336,2020-06-30,공유영상 콘텐츠 다각화방안 논의 간담회,"93,000",5,연한정식,카드,
337,2020-06-30,청사출입시스템 개선공사 관련 협의 간담,"70,200",6,원할머니보쌈,카드,
1,20.01.07,직원 애경사 축부의금 집행,"250,000",5,소속직원,현금,
2,20.01.10,현안 업무 추진 노고 격려 오찬,"1,400,000",47,대원한우명가,카드,
3,20.01.14,집단민원 발생에 따른 현장근무자 노고 격려 다과 구입,"273,000",49,킹스타피자,카드,
4,20.01.15,직원 애경사 축부의금 집행,"50,000",1,소속직원,현금,
5,20.01.21,2020년 설맞이 현장근무자(자치구) 격려 위문품 구입비 집행,"19,144,400",916,이디야본촌점,카드,
6,20.01.22,2020년 설맞이 현장근무자(본청) 격려 위문품 구입비 집행,"2,520,000",126,㈜유창종합식품,카드,
7,20.01.22,설 명절 연휴기간 근무자 격려 간식 구입,"767,000",124,새마을금고,카드,
8,20.01.29,내방객용 다과구입,"425,700",,이룸카페외1,카드,
9,20.01.29,비서실 수행요원 등 노고치하 격려 간담,"327,000",16,다르다김밥,카드,
10,20.01.30,2020년 제1차 물분야 정책 선진화 포럼 참석 수행직원 노고격려,"80,000",4,장안삼계탕,카드,
11,20.01.31,직원 애경사 축부의금 집행,"350,000",7,소속직원,현금,
12,20.02.03,주요 현안업무 추진 부서원 등 격려 간식 구입,"415,000",4개부서,푸드마켓,카드,
13,20.02.07,비서요원 현안업무 추진노고 격려 오찬,"180,000",10,사단법인 자비나눔,카드,
14,20.02.10,철저한 방역으로 신종코로나 대응 확산차단 등 노고 격려오찬 추진,"254,000",20,봉강별곡,카드,
15,20.02.11,직원 애사 부의용품 구입(54개),"954,000",54,사랑마루협동조합,카드,
16,20.02.11,주요 협약식 및 접견 응대용 다과재료 등 구입,"214,600",,우리마트,카드,
17,20.02.12,직원 애경사 축부의금 집행,"150,000",3,소속직원,현금,
18,20.02.12,신종 코로나 바이러스 감염예방 근무자 노고격려 간식 구입,"347,000",60,미스터피자,카드,
19,20.02.18,내방객용 다과(지역명인 생산) 구입,"200,000",,이화재,카드,
20,20.02.18,신종 코로나 바이러스 감염예방 근무자 노고격려 간식 구입,"405,000",68,새마을금고,카드,
21,20.02.18,"구내식당 급식 중단에 따른 현업부서 직원(청소,콜센터,구내식당)격려 오찬","2,032,000",102,다원명가외3,카드,
22,20.02.21,직원 애경사 축부의금 집행,"150,000",3,소속직원,현금,
23,20.02.21,비서실 수행요원 등 노고치하 격려 간담,"104,000",10,메기랑아구랑,카드,
24,20.02.23,코로나19 브리핑이후 감염증 대응 휴일근무자 노고격려,"284,000",20,오로라정식,카드,
25,20.02.25,직원 애경사 축부의금 집행,"150,000",3,소속직원,현금,
26,20.02.25,협약식 및 집무실 환경정비에 따른 화분구입,"720,000",,금강산난꽃백화점,카드,
27,20.02.25,내방객용 다과구입,"397,100",,푸드마켓외1,카드,
28,20.02.28,코로나19 감염증 대응 사회복지시설 현장방문 후 직원 격려 간담,"240,000",10,한끼맛있다,카드,
29,20.02.29,코로나19 감염증 확산 방지 대책 관련 휴일 근무자 노고 격려 간식 구입,"542,700",80,"도미노피자,7번가피자",카드,
30,20.03.01,코로나19 감염증 확산 방지 대책 관련 간부공무원 노고 격려 간담,"412,000",16,기와집,카드,
31,20.03.02,코로나19 감염 관련 대책 시민 SNS 홍보 및 수행 지원 노고 격려 간담,"199,500",17,조봉순상무국밥,카드,
32,20.03.04,시사토론 토론회 참석 대비 코로나19 관련 대책방안 등 논의 간담,"330,000",16,다르다김밥,카드,
33,20.03.05,직원 애경사 축부의금 집행,"200,000",4,소속직원,현금,
34,20.03.08,코로나19 관련 교회 예배 자제 캠페인 행사 후 노고 격려 간담,"330,000",16,진도예가,카드,
35,20.03.10,마스크 수급상황 현장 학인 후 수행원 노고격려,"85,000",6,김강심명품가,카드,
36,20.03.11,직원 애경사 축부의금 집행,"150,000",3,소속직원,현금,
37,20.03.12,코로나 극복을 위해 수고하는 5개 자치구 현장근무자 직원 격려 간식 구입,"2,434,540",348,도미노피자,카드,
38,20.03.12,현안업무 추진 여성직원 노고격려간식구입,"600,000",30,파리바게뜨,카드,
39,20.03.20,"코로나19 확산 방지 등 현장근무자(청원경찰, 청사경비) 노고 격려","380,000",49,새마을금고,카드,
40,20.03.21,코로나19 브리핑 이후 감염증 대응 휴일근무자 노고 격려 오찬,"240,000",12,진미청국장,카드,
41,20.03.23,직원 애경사 축부의금 집행,"200,000",4,소속직원,현금,
42,20.03.25,직원 애경사 축부의금 집행,"100,000",2,소속직원,현금,
43,20.03.26,내방객용 다과구입,"423,200",,이룸카페외1,카드,
381,20.01.03,광천동 재개발 사업 관련 민원 해법 논의 간담회,"115,000",4,그집고기,카드,
382,20.01.03,시민사회단체와 시정협치를 위한 간담회,"152,000",8,청기와,카드,
383,20.01.03,주민자치 활성화를 위한 간담회,"263,000",9,이헌죽우,카드,
384,20.01.03,시정 현안 홍보 및 논의 오찬 간담회,"293,000",10,옥과한우촌,카드,
385,20.01.06,간부회의(실국 주요업무 계획보고) 진행 협의 간담회,"100,000",4,송학한정식,카드,
386,20.01.06,아이낳아키우기 좋은 직장 관련 간담회,"63,000",3,어반레시피,카드,
387,20.01.07,취약계층 안전복지 강화 방안 논의 간담회,"217,000",8,미식가,카드,
388,20.01.07,지방사1진 기자단 오찬간담회 비용 집행,"427,000",12,백년미가,카드,
389,20.01.07,청경 정원감축 관련 협의 간담회,"120,000",4,김형제고기의철학,카드,
390,20.01.09,중점시책업무 협의 전문가 간담회 비용 집행,"369,000",10,옥과한우촌,카드,
391,20.01.09,전통시장 화재예방 등 선제적 예방안전 강화 방안 논의 간담회,"304,400",11,대원한우명가,카드,
392,20.01.09,주요 시정운영 협의 만찬 간담회 비용 집행,"140,000",5,만재수산,카드,
393,20.01.10,시민단체 시민활동가와 간담회,"88,000",4,신계림삼계탕오리탕,카드,
394,20.01.13,노조방문 신년인사 및 노사협력방안 협의간담,"91,000",7,본촌생선구이,카드,
395,20.01.13,시정현안사업 및 시위관련 정보교환 간담,"139,000",6,바른초밥,카드,
396,20.01.13,마을공동체 지원사업 통합설명회 관련 간담회 추진,"80,000",4,마천루,카드,
397,20.01.14,시정 현안 홍보 및 논의 오찬 간담회,"27,000",3,김가원,카드,
398,20.01.14,청사방호업무 관련 감정노동자 보호방안 협의 간담,"100,000",4,원두막,카드,
399,20.01.15,후생복지관련 의견수렴 간담회 비용 집행,"180,000",12,가화원,카드,
400,20.01.15,2020 사회혁신 플랫폼 추진방향 논의 간담회 비용 집행,"78,000",6,사랑채,카드,
401,20.01.15,장애인 일자리 창출 등 정책개선방안 논의 간담회,"236,000",8,나룻배상무점,카드,
402,20.01.15,광주다운 주민자치센터 활성화 방안 간담회,"124,000",5,왕대박삼순이네,카드,
403,20.01.16,자치행정국 주요업무보고 관련 주요시책협의 간담,"68,000",6,영광오뚜기국수집,카드,
404,20.01.17,광주마을분쟁해결센터 확대 운영방안 추진 간담회,"97,000",4,인생돼지,카드,
405,20.01.17,설 명절 시민생활안정 대책 추진 간담회,"250,000",9,해동활어,카드,
406,20.01.20,지방사2진 기자단 오찬간담회 비용 집행,"545,000",16,명지원,카드,
